Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api
"Meqenashinararneri district, Vanadzor","Meqenashinararneri district, Vanadzor",OK,Lori,Vanadzor,,Meqenashinararneri,Vanadzor,Meqenashinararneri district,,Armenia,40.83682211,44.44735771,Nominatim
"Мекенашинарарнери 26, Ванадзор","Mekenashinarreri 26, Vanadzor",OK,Lori,Vanadzor,26,Mekenashinararneri,Vanadzor,Meqenashinararneri district,,Armenia,40.83853,44.446745,Yandex
"Melqonyan street, Yerevan","Melqonyan street, Yerevan",OK,Kotayk,Jrvezh,,Nor Norq,,Melqonyan street,Jrvej,Armenia,40.18746387,44.58859791,Nominatim
"Melqonyan street 46, Yerevan","Melqonyan street 46, Yerevan",OK,Kotayk,Jrvezh,46,Nor Norq,,Melqonyan street,Jrvej,Armenia,40.1869794,44.5881129,Nominatim
"Улица Мелкумова 54/5, Ереван","Melkumova street 54/5, Yerevan",OK,Yerevan,Ajapnyak,54/5,,Yerevan,Melkumov Street,,Armenia,40.215991,44.469176,Yandex
"Улица Мелкумова 27/1, Ереван","Melkumova street 27/1, Yerevan",OK,Yerevan,Ajapnyak,27/1,,Yerevan,Melkumov Street,,Armenia,40.21513,44.470164,Yandex
"Улица Мелкумова, Ереван","Melkumov street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Melkumov street,,Armenia,40.21422928,44.47274717,Nominatim
"Մելքումովի փողոց, Երևան","Melkumov Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Melkumov Street,,Armenia,40.214841,44.47126,Yandex
"Մելքումովի փողոց 54/5, Երևան","54/5 Melkumov Street, Yerevan",OK,Yerevan,Ajapnyak,54/5,,Yerevan,Melkumov street,,Armenia,40.21587665,44.46922719,Nominatim
"Melkumov srteet, Yerevan","Melkumov srteet, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Melkumov srteet,,Armenia,40.21539407,44.46596199,Nominatim
"Melkumov srteet 54/5, Yerevan","Melkumov srteet 54/5, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Melkumov srteet,,Armenia,40.21539407,44.46596199,Nominatim
"Մելիք Օհանջանյան փողոց 37, Մեղրի","37 Melik Ohanjanyan Street, Meghri",OK,Syunik,,,,Meghri,Meliq Ohanjanyan Street,,Armenia,38.903486,46.243816,Yandex
"Meliq Meliqyan street, Yerevan","Meliq Meliqyan street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Meliq Meliqyan street,,Armenia,40.2281453,44.54570123,Nominatim
"Meliq Meliqyan street 16, Yerevan","Meliq Meliqyan street 16, Yerevan",OK,Yerevan,Qanaqer-Zeytun,16,,Yerevan,Meliq Meliqyan street,,Armenia,40.2283235,44.54562159,Nominatim
"Meliq Meliqyan street 13, Yerevan","Meliq Meliqyan street 13, Yerevan",OK,Yerevan,Qanaqer-Zeytun,13,,Yerevan,Meliq Meliqyan street,,Armenia,40.22807125,44.54559355,Nominatim
"Մելիք Մելիքյան փողոց, Երևան","Melik Melikyan Street, Yerevan",OK,Yerevan,Qanaqer-Zeytun,,,Yerevan,Meliq Meliqyan street,,Armenia,40.2281453,44.54570123,Nominatim
"Մեղապարտի փողոց 24, Ստեփանավան","Meghapart Street 24, Stepanavan",OK,Lori,Stepanavan,24,,Stepanavan,Meghapart Street,,Armenia,41.008483,44.385929,Yandex
"M-10 13, Tsovazard","M-10 13, Tsovazard",OK,,bolnisi,13,,,me-13 kucha,Tsovazard,Georgia,41.4581866,44.5059348,Azure
"Mazmanyan Street, Gyumri","Mazmanyan Street, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Mazmanyan Street,,Armenia,40.79243628,43.84900706,Nominatim
"Улица Мазманяна, Гюмри","Mazmanyan street, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Mazmanyan Street,,Armenia,40.785355,43.848323,Yandex
"Մազմանյան փողոց, Երևան","Mazmanyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Mazmanyan Street,,Armenia,40.208959,44.465259,Yandex
"Մազմանյան փողոց 10/6, Երևան","Mazmanyan Street 10/6, Yerevan",OK,Yerevan,Ajapnyak,10/6,,Yerevan,Mazmanyan Street,,Armenia,40.207313,44.464226,Yandex
"Улица Мазманяна 10/1, Ереван","Mazmanyan street 10/1, Yerevan",OK,Yerevan,Ajapnyak,10/1,,Yerevan,Mazmanyan Street,,Armenia,40.207637,44.464567,Yandex
"Улица Мазманяна, Ереван","Mazmanyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Mazmanian street,,Armenia,40.20903445,44.4649356,Nominatim
"Mazmanyan Street, Yerevan","Mazmanyan Street, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Mazmanian street,,Armenia,40.20903445,44.4649356,Nominatim
"Mazmanyan Street 6, Yerevan","Mazmanyan Street 6, Yerevan",OK,Yerevan,Ajapnyak,6,,Yerevan,Mazmanian street,,Armenia,40.20831915,44.46379824,Nominatim
"Mazmanyan Street 5/9, Yerevan","Mazmanyan Street 5/9, Yerevan",OK,Yerevan,Ajapnyak,5/9,,Yerevan,Mazmanian street,,Armenia,40.2112484,44.46633509,Nominatim
"Mazmanyan Street 14, Yerevan","Mazmanyan Street 14, Yerevan",OK,Yerevan,Ajapnyak,14,,Yerevan,Mazmanian street,,Armenia,40.2083993,44.46523502,Nominatim
"Улица Мазманяна 10/6, Ереван","Mazmanyan street 10/6, Yerevan",OK,Yerevan,Ajapnyak,,,Yerevan,Mazmanian street,,Armenia,40.20903445,44.4649356,Nominatim
"Mazmanyan Street 10, Yerevan","Mazmanyan Street 10, Yerevan",OK,Yerevan,Ajapnyak,10,,Yerevan,Mazmanian street,,Armenia,40.20841415,44.46449829,Nominatim
"Mayisi 9 street, Երևան","Mayisi 9 street, Yerevan",OK,Yerevan,Shengavit,,,Yerevan,Mayis 9 street,,Armenia,40.15612669,44.487357,Nominatim
"Mayisi 9 street, Yerevan","Mayisi 9 street, Yerevan",OK,Yerevan,Shengavit,,,Yerevan,Mayis 9 street,,Armenia,40.15612669,44.487357,Nominatim
"Mayisi 9 street 51/1, Yerevan","Mayisi 9 street 51/1, Yerevan",OK,Yerevan,Shengavit,51/1,Koghb,Yerevan,Mayis 9 street,,Armenia,40.157609,44.48376535,Nominatim
"Mayisi 9 street 51, Yerevan","Mayisi 9 street 51, Yerevan",OK,Yerevan,Shengavit,51,Koghb,Yerevan,Mayis 9 street,,Armenia,40.1579761,44.48422785,Nominatim
"Mayisi 9 street 4/1, Yerevan","Mayisi 9 street 4/1, Yerevan",OK,Yerevan,Shengavit,4/1,Verin Shengavit,Yerevan,Mayis 9 street,,Armenia,40.15271625,44.4932348,Nominatim
"Mayisi 9 street 13, Երևան","Mayisi 9 street 13, Yerevan",OK,Yerevan,Shengavit,13,,Yerevan,Mayis 9 street,,Armenia,40.15411,44.48972454,Nominatim
"Mayisi 9 street 12, Yerevan","Mayisi 9 street 12, Yerevan",OK,Yerevan,Shengavit,12,,Yerevan,Mayis 9 street,,Armenia,40.1534765,44.49110679,Nominatim
"Mayisi 9 street 11, Yerevan","Mayisi 9 street 11, Yerevan",OK,Yerevan,Shengavit,11,,Yerevan,Mayis 9 street,,Armenia,40.1534126,44.49027269,Nominatim
"Mayisi 9 street 10, Yerevan","Mayisi 9 street 10, Yerevan",OK,Yerevan,Shengavit,10,,Yerevan,Mayis 9 street,,Armenia,40.15321775,44.49151429,Nominatim
"Մայիսի 9-ի փողոց, Երևան","May 9th Street, Yerevan",OK,Yerevan,Shengavit,,,Yerevan,Mayis 9 street,,Armenia,40.15612669,44.487357,Nominatim
"Nerqin Shengavit 9th street, Երևան","Nerqin Shengavit 9th street, Yerevan",OK,Yerevan,Shengavit,,Nerqin Shengavit,Yerevan,May 9th Street,,Armenia,40.155299,44.488328,Yandex
"Улица Максима Горького, Гюмри","Maxim Gorky Street, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Maxim Gorki Street,,Armenia,40.786761,43.852967,Yandex
"Улица Максима Горького 80А, Гюмри","Maxim Gorky Street 80A, Gyumri",OK,Shirak,Gyumri,80A,,Gyumri,Maxim Gorki Street,,Armenia,40.786543,43.852994,Yandex
"Մաքսիմ Գորկու փողոց 67, Գյումրի","67 Maxim Gorky Street, Gyumri",OK,Shirak,Gyumri,67,,Gyumri,Maxim Gorki Street,,Armenia,40.787225,43.849464,Yandex
"Մաքսիմ Գորկու փողոց 22, Գյումրի","22 Maxim Gorky Street, Gyumri",OK,Shirak,Gyumri,25,,Gyumri,Maxim Gorki Street,,Armenia,40.787171,43.840328,Yandex
"Մաքսիմ Գորկու փողոց 104, Գյումրի","104 Maxim Gorky Street, Gyumri",OK,Shirak,Gyumri,104,,Gyumri,Maxim Gorki Street,,Armenia,40.78713,43.858986,Yandex
"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","Mesrop Mashtots Street, Vagharshapat",OK,Armavir,Vagharshapat,,Mashtots Residential Complex,City of Ejmiatsin,Masrop Mashtots street,,Armenia,40.166065,44.303086,Yandex
"Մեսրոպ Մաշտոց փողոց 22, Վաղարշապատ","Mesrop Mashtots Street 22, Vagharshapat",OK,Armavir,Vagharshapat,,Zvartnots,Vagharshapat,Masrop Mashtots street,,Armenia,40.1695808,44.32902815,Nominatim
"Mashtots Street, Armavir","Mashtots Street, Armavir",OK,Armavir,Armavir,,,Armavir,Mashtots Street,,Armenia,40.16306764,44.03273625,Nominatim
"Улица Маштоца, Армавир","Mashtots street, Armavir",OK,Armavir,Armavir,,,Armavir,Mashtots Street,,Armenia,40.16306764,44.03273625,Nominatim
"Mesrop Mashtots, Երևան","Mesrop Mashtots, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mashtots Avenue,,Armenia,40.182514,44.50969,Yandex
"Mesrop Mashtots Avenue, Երևան","Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Mashtots Avenue,,Armenia,40.182514,44.50969,Yandex
"Проспект Месропа Маштоца 5Г, Ереван","Mesrop Mashtots Avenue 5G, Yerevan",OK,Yerevan,Kentron,5G,,Yerevan,Mashtots Avenue,,Armenia,40.179,44.504174,Yandex
"Մեսրոպ Մաշտոցի պողոտա 5/3, Երևան","Mesrop Mashtots Avenue 5/3, Yerevan",OK,Yerevan,Kentron,5/3,,Yerevan,Mashtots Avenue,,Armenia,40.179964,44.503923,Yandex
"Mesrop Mashtots Avenue 45a, Երևան","Mesrop Mashtots Avenue 45a, Yerevan",OK,Yerevan,Kentron,45A,,Yerevan,Mashtots Avenue,,Armenia,40.190347,44.517272,Yandex
"Mesrop Mashtots Avenue 41, Երևան","Mesrop Mashtots Avenue 41, Yerevan",OK,Yerevan,Kentron,41,,Yerevan,Mashtots Avenue,,Armenia,40.189403,44.51737,Yandex
"Mesrop Mashtots Avenue 40, Երևան","Mesrop Mashtots Avenue 40, Yerevan",OK,Yerevan,Kentron,40,,Yerevan,Mashtots Avenue,,Armenia,40.184353,44.512169,Yandex
"Mesrop Mashtots Avenue 33/1, Երևան","Mesrop Mashtots Avenue 33/1, Yerevan",OK,Yerevan,Kentron,33/1,,Yerevan,Mashtots Avenue,,Armenia,40.185497,44.511873,Yandex
"Mesrop Mashtots Avenue 22, Երևան","Mesrop Mashtots Avenue 22, Yerevan",OK,Yerevan,Kentron,22,,Yerevan,Mashtots Avenue,,Armenia,40.182445,44.509995,Yandex
"Մեսրոպ Մաշտոցի պողոտա 15/4, Երևան","Mesrop Mashtots Avenue 15/4, Yerevan",OK,Yerevan,Kentron,15/4,,Yerevan,Mashtots Avenue,,Armenia,40.182307,44.507731,Yandex
"Mesrop Mashtots 5գ, Երևան","Mesrop Mashtots 5g, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Mashtots Avenue,,Armenia,40.178669,44.503923,Yandex
"Mesrop Mashtots 5Ա, Երևան","Mesrop Mashtots 5A, Yerevan",OK,Yerevan,Kentron,5A,,Yerevan,Mashtots Avenue,,Armenia,40.178752,44.50465,Yandex
"Մեսրոպ Մաշտոցի պողոտա 5Բ, Երևան","5B Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,5B,,Yerevan,Mashtots Avenue,,Armenia,40.179124,44.505099,Yandex
"Մեսրոպ Մաշտոցի պողոտա 5Ա, Երևան","5A Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,5A,,Yerevan,Mashtots Avenue,,Armenia,40.178752,44.50465,Yandex
"Մեսրոպ Մաշտոցի պողոտա 45Ա, Երևան","45A Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,45A,,Yerevan,Mashtots Avenue,,Armenia,40.190347,44.517272,Yandex
"Մեսրոպ Մաշտոցի պողոտա 45ա, Երևան","45a Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,45A,,Yerevan,Mashtots Avenue,,Armenia,40.190347,44.517272,Yandex
"Մեսրոպ Մաշտոցի պողոտա 40Ա, Երևան","40A Mesrop Mashtots Avenue, Yerevan",OK,Yerevan,Kentron,40A,,Yerevan,Mashtots Avenue,,Armenia,40.18385,44.512457,Yandex
"Մարտիրոսյանի փողոց, Երևան","Martirosyan Street, Yerevan",OK,Yerevan,Yerevan,,,Yerevan,Martirosyan Street,,Armenia,40.191863,44.458441,Yandex
"Martirosyan street, Yerevan","Martirosyan street, Yerevan",OK,Yerevan,Ajapnyak,,Lukashin,Yerevan,Martirosyan street,,Armenia,40.19198015,44.45890765,Nominatim
"Martikyan street 3, Yerevan","Martikyan street 3, Yerevan",OK,Yerevan,Malatia-Sebastia,3,,Yerevan,Martikyan street,,Armenia,40.1821528,44.46374966,Nominatim
"Marshal Khudyakov street, Yerevan","Marshal Khudyakov street, Yerevan",OK,Yerevan,Avan,,,Yerevan,Marshal Khudyakov street,,Armenia,40.21393243,44.57547349,Nominatim
"Marshal Khudyakov street 84/4, Yerevan","Marshal Khudyakov street 84/4, Yerevan",OK,Yerevan,Avan,84/4,,Yerevan,Marshal Khudyakov street,,Armenia,40.21108965,44.5700581,Nominatim
"Marshal Khudyakov street 84/1, Yerevan","Marshal Khudyakov street 84/1, Yerevan",OK,Yerevan,Avan,84/1,,Yerevan,Marshal Khudyakov street,,Armenia,40.2116714,44.57077534,Nominatim
"Մարշալ Խուդյակովի փողոց 107, Երևան","107 Marshal Khudyakov Street, Yerevan",OK,Yerevan,Avan,107,,Yerevan,Marshal Khudyakov street,,Armenia,40.21351875,44.57323761,Nominatim
"Marshal Baghramyan 3rd Backstreet, Yerevan","Marshal Baghramyan 3rd Backstreet, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan Avenue 3rd Lane,,Armenia,40.195748,44.49352,Yandex
"Marshal Baghramyan avenue 2nd lane, Yerevan","Marshal Baghramyan avenue 2nd lane, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan avenue 2nd lane,,Armenia,40.19434686,44.49839017,Nominatim
"Marshal Baghramyan 2nd Deadlock, Yerevan","Marshal Baghramyan 2nd Deadlock, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan Avenue 2nd Lane,,Armenia,40.194329,44.498362,Yandex
"2-й переулок проспекта Маршала Баграмяна 10, Ереван","2nd lane Marshal Baghramyan Avenue 10, Yerevan",OK,Yerevan,Arabkir,10,,Yerevan,Marshal Baghramyan avenue 2nd lane,,Armenia,40.1948537,44.49791229,Nominatim
"Մարշալ Բաղրամյան պողոտա ГСК 7/12, Վանաձոր","Marshal Baghramyan Avenue GSK 7/12, Vanadzor",OK,Lori,Vanadzor,7/12А,,Vanadzor,Marshal Baghramyan Avenue,,Armenia,40.844595,44.427862,Yandex
"Marshal Baghramyan avenue 4, Yerevan","Marshal Baghramyan avenue 4, Yerevan",OK,Yerevan,Kentron,21/4,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19095865,44.50542894,Nominatim
"Marshal Baghramyan avenue 26, Yerevan","Marshal Baghramyan avenue 26, Yerevan",OK,Yerevan,Kentron,26,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19298345,44.50621058,Nominatim
"Marshal Baghramyan avenue 24, Yerevan","Marshal Baghramyan avenue 24, Yerevan",OK,Yerevan,Kentron,24,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1923989,44.50870038,Nominatim
"Marshal Baghramyan avenue 23, Yerevan","Marshal Baghramyan avenue 23, Yerevan",OK,Yerevan,Kentron,23,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19147055,44.50454245,Nominatim
"Marshal Baghramyan avenue 22, Yerevan","Marshal Baghramyan avenue 22, Yerevan",OK,Yerevan,Kentron,22,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19209635,44.51016515,Nominatim
"Marshal Baghramyan avenue 21, Yerevan","Marshal Baghramyan avenue 21, Yerevan",OK,Yerevan,Kentron,21,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1909272,44.5065534,Nominatim
"Marshal Baghramyan avenue 20, Yerevan","Marshal Baghramyan avenue 20, Yerevan",OK,Yerevan,Kentron,20,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19177335,44.51049542,Nominatim
"Marshal Baghramyan avenue 2, Yerevan","Marshal Baghramyan avenue 2, Yerevan",OK,Yerevan,Kentron,2,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1890634,44.5138892,Nominatim
"Marshal Baghramyan avenue 19, Yerevan","Marshal Baghramyan avenue 19, Yerevan",OK,Yerevan,Kentron,19,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.18979755,44.50916963,Nominatim
"Marshal Baghramyan avenue 14, Yerevan","Marshal Baghramyan avenue 14, Yerevan",OK,Yerevan,Kentron,14,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19093635,44.51230876,Nominatim
"Marshal Baghramyan avenue 12, Yerevan","Marshal Baghramyan avenue 12, Yerevan",OK,Yerevan,Kentron,12,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1907375,44.5126541,Nominatim
"Проспект Маршала Баграмяна 24, Yerevan","24 Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Kentron,24,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1923989,44.50870038,Nominatim
"Մարշալ Բաղրամյան պողոտա 15, Yerevan","15 Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1907701,44.5108584,Nominatim
"Marshal Baghramyan avenue, Yerevan","Marshal Baghramyan avenue, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Проспект Маршала Баграмяна, Yerevan","Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Marshal Baghramyan Avenue, Yerevan","Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Marshal Baghramyan avenue 96, Yerevan","Marshal Baghramyan avenue 96, Yerevan",OK,Yerevan,Arabkir,89,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Marshal Baghramyan avenue 89, Yerevan","Marshal Baghramyan avenue 89, Yerevan",OK,Yerevan,Arabkir,89,,Yerevan,Marshal Baghramyan Avenue,,Armenia,40.19708765,44.49299171,Nominatim
"Marshal Baghramyan avenue 79, Yerevan","Marshal Baghramyan avenue 79, Yerevan",OK,Yerevan,Arabkir,79,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1956316,44.49437382,Nominatim
"Marshal Baghramyan avenue 75, Yerevan","Marshal Baghramyan avenue 75, Yerevan",OK,Yerevan,Arabkir,75,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19511865,44.49515329,Nominatim
"Marshal Baghramyan avenue 69, Yerevan","Marshal Baghramyan avenue 69, Yerevan",OK,Yerevan,Arabkir,69,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1947418,44.49580195,Nominatim
"Проспект Маршала Баграмяна 68/1, Ереван","Marshal Baghramyan Avenue 68/1, Yerevan",OK,Yerevan,Arabkir,68/1,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1953686,44.49576011,Nominatim
"Marshal Baghramyan avenue 68, Yerevan","Marshal Baghramyan avenue 68, Yerevan",OK,Yerevan,Arabkir,68,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.195578,44.49537566,Nominatim
"Marshal Baghramyan avenue 66, Yerevan","Marshal Baghramyan avenue 66, Yerevan",OK,Yerevan,Arabkir,66,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19503945,44.49630129,Nominatim
"Marshal Baghramyan avenue 64, Yerevan","Marshal Baghramyan avenue 64, Yerevan",OK,Yerevan,Arabkir,64,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19481065,44.49661239,Nominatim
"Marshal Baghramyan avenue 62, Yerevan","Marshal Baghramyan avenue 62, Yerevan",OK,Yerevan,Arabkir,62,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19467675,44.49723192,Nominatim
"Marshal Baghramyan avenue 60, Yerevan","Marshal Baghramyan avenue 60, Yerevan",OK,Yerevan,Arabkir,60,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1943484,44.49761269,Nominatim
"Marshal Baghramyan avenue 59, Yerevan","Marshal Baghramyan avenue 59, Yerevan",OK,Yerevan,Arabkir,59,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19379745,44.49704794,Nominatim
"Marshal Baghramyan avenue 57, Yerevan","Marshal Baghramyan avenue 57, Yerevan",OK,Yerevan,Arabkir,57,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1935417,44.49748817,Nominatim
"Marshal Baghramyan avenue 56, Yerevan","Marshal Baghramyan avenue 56, Yerevan",OK,Yerevan,Arabkir,56,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19332685,44.49898419,Nominatim
"Marshal Baghramyan avenue 54, Yerevan","Marshal Baghramyan avenue 54, Yerevan",OK,Yerevan,Arabkir,54,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19303155,44.49962595,Nominatim
"Marshal Baghramyan avenue 53, Yerevan","Marshal Baghramyan avenue 53, Yerevan",OK,Yerevan,Arabkir,53,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1932877,44.49795684,Nominatim
"Marshal Baghramyan avenue 50, Yerevan","Marshal Baghramyan avenue 50, Yerevan",OK,Yerevan,Arabkir,50,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19263845,44.50192105,Nominatim
"Marshal Baghramyan avenue 5, Yerevan","Marshal Baghramyan avenue 5, Yerevan",OK,Yerevan,Arabkir,50/5,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1924527,44.5020321,Nominatim
"Marshal Baghramyan avenue 47, Yerevan","Marshal Baghramyan avenue 47, Yerevan",OK,Yerevan,Arabkir,47,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.192362,44.499709,Nominatim
"Marshal Baghramyan avenue 45/1, Yerevan","Marshal Baghramyan avenue 45/1, Yerevan",OK,Yerevan,Arabkir,45,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Marshal Baghramyan avenue 45, Yerevan","Marshal Baghramyan avenue 45, Yerevan",OK,Yerevan,Arabkir,45,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19218835,44.50001075,Nominatim
"Marshal Baghramyan avenue 40, Yerevan","Marshal Baghramyan avenue 40, Yerevan",OK,Yerevan,Arabkir,40,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1934545,44.50389,Nominatim
"Marshal Baghramyan avenue 33a, Yerevan","Marshal Baghramyan avenue 33a, Yerevan",OK,Yerevan,Arabkir,33a,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19204135,44.50252833,Nominatim
"Marshal Baghramyan avenue 33, Yerevan","Marshal Baghramyan avenue 33, Yerevan",OK,Yerevan,Arabkir,33,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1917935,44.5028944,Nominatim
"Marshal Baghramyan avenue 31, Yerevan","Marshal Baghramyan avenue 31, Yerevan",OK,Yerevan,Arabkir,31,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19176835,44.50336955,Nominatim
"Marshal Baghramyan avenue 25, Yerevan","Marshal Baghramyan avenue 25, Yerevan",OK,Yerevan,Arabkir,25,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1919197,44.50383352,Nominatim
"Marshal Baghramyan avenue 1, Yerevan","Marshal Baghramyan avenue 1, Yerevan",OK,Yerevan,Arabkir,40/1,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.1936305,44.50347829,Nominatim
"Marshal Baghramyan Ave, Yerevan","Marshal Baghramyan Ave, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Marshal Baghramyan Ave , Yerevan","Marshal Baghramyan Ave , Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19237178,44.50175711,Nominatim
"Մարշալ Բաղրամյան պողոտա 51, Yerevan","51 Marshal Baghramyan Avenue, Yerevan",OK,Yerevan,Arabkir,51,,Yerevan,Marshal Baghramyan avenue,,Armenia,40.19311885,44.4983414,Nominatim
"Մարշալ Բաբաջանյանի փողոց, Երևան","Marshal Babajanyan Street, Yerevan",OK,Yerevan,Avan,,,Yerevan,Marshal Babajanyan street,,Armenia,40.21816483,44.58256371,Nominatim
"Marshal Babajanyan street, Yerevan","Marshal Babajanyan street, Yerevan",OK,Yerevan,Avan,,,Yerevan,Marshal Babajanyan street,,Armenia,40.22010192,44.57354018,Nominatim
