Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api,Block,Lane,Street Number,Index
"մովսես խորենացի փողոց 2-րդ նրբանցք 100, երևան","100, Movses Khorenatsi Street, 2nd Lane, Yerevan",OK,Yerevan,Kentron,100,,Yerevan,Khorenatsi Street,,Armenia,40.164494,44.515412,Yandex,,,,['B4504']
"khanjyan street, yerevan","Khanjyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Khanjyan Street,,Armenia,40.18130617,44.52383663,Nominatim,,,,"['A489', 'A856', 'A1373', 'A1534', 'A1600', 'A1651', 'A2062', 'A3677', 'A4077', 'A6659', 'A6696', 'A6832', 'A6909', 'A7023', 'A7822', 'A9178', 'A9365', 'A10873', 'A11963', 'A12389', 'A15174', 'A15319', 'A15405', 'A15987', 'A16151', 'A16246', 'A16474', 'A17448', 'A18584', 'A18591', 'A19564', 'A19625', 'A19709', 'A20075', 'A20538', 'A20669', 'A21094', 'A21422', 'A21482', 'A23417', 'A26228', 'A27485', 'A27866', 'A28855', 'A28943', 'A28993', 'A29796', 'A32364', 'A32376', 'B2335', 'B4164', 'B4166', 'B4176', 'B5041', 'B6784', 'B6805']"
"khanjyan street 8/1, yerevan","Khanjyan Street 8/1, Yerevan",OK,Yerevan,Kentron,8/1,,Yerevan,Khanjyan Street,,Armenia,40.17775985,44.52364376,Nominatim,,,,['A24773']
"khanjyan street 7, yerevan","Khanjyan Street 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Khanjyan Street,,Armenia,40.1738496,44.51635036,Nominatim,,,,"['A2398', 'A21876', 'B2557', 'B7652']"
"khanjyan street 39, yerevan","Khanjyan Street 39, Yerevan",OK,Yerevan,Kentron,39,,Yerevan,Khanjyan Street,,Armenia,40.17904865,44.52294937,Nominatim,,,,"['A1713', 'A23359']"
"khanjyan street 31, yerevan","Khanjyan Street 31, Yerevan",OK,Yerevan,Kentron,31,,Yerevan,Khanjyan Street,,Armenia,40.17740765,44.52204278,Nominatim,,,,"['A6845', 'A21616']"
"khanjyan street 29/1, yerevan","Khanjyan Street 29/1, Yerevan",OK,Yerevan,Kentron,29/1,,Yerevan,Khanjyan Street,,Armenia,40.1766907,44.5214979,Nominatim,,,,['A30911']
"khanjyan street 27, yerevan","Khanjyan Street 27, Yerevan",OK,Yerevan,Kentron,27,,Yerevan,Khanjyan Street,,Armenia,40.1763919,44.52114318,Nominatim,,,,['A17669']
"khanjyan street 15, yerevan","Khanjyan Street 15, Yerevan",OK,Yerevan,Kentron,15,,Yerevan,Khanjyan Street,,Armenia,40.17606615,44.5209847,Nominatim,,,,"['A1019', 'A6935', 'A16220', 'A28630']"
"khanjyan street 13a, երևան","Khanjyan Street 13a, Yerevan",OK,Yerevan,Kentron,13,,Yerevan,Khanjyan Street,,Armenia,40.174672,44.518835,Yandex,,,,['A7207']
"khanjyan street 13, yerevan","Khanjyan Street 13, Yerevan",OK,Yerevan,Kentron,13,,Yerevan,Khanjyan Street,,Armenia,40.17467095,44.5188495,Nominatim,,,,"['A9179', 'A22291']"
"փավստոս բուզանդի փողոց, երևան","Pavstos Buzand Street, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Karen Demirchyan Street,,Armenia,40.18454507,44.50511826,Nominatim,,,,"['A510', 'A1325', 'A1341', 'A1542', 'A1843', 'A1931', 'A2626', 'A3991', 'A5764', 'A6955', 'A13949', 'A19537', 'A19560', 'A20299', 'A20812', 'A20888', 'A21643', 'A21990', 'A22960', 'A23096', 'A23273', 'A23481', 'A23626', 'A23942', 'A24703', 'A24891', 'A25234', 'A25979', 'A27319', 'A30483', 'A30972', 'A30989', 'A31329', 'A31744', 'A32151', 'A32439', 'B2234', 'B5874']"
"pavstos buzand street 97, yerevan","Pavstos Buzand Street 97, Yerevan",OK,Yerevan,Kentron,97,Kond,Yerevan,Karen Demirchyan Street,,Armenia,40.18454507,44.50511826,Nominatim,,,,"['A4773', 'A8134', 'A8809', 'A11397', 'A15181', 'A15367', 'A16594', 'A18397', 'A23926', 'A29337', 'A29441', 'A31509', 'B2486', 'B2550']"
"pavstos buzand street 87/1, yerevan","Pavstos Buzand Street 87/1, Yerevan",OK,Yerevan,Kentron,87/1,Kond,Yerevan,Karen Demirchyan Street,,Armenia,40.18454507,44.50511826,Nominatim,,,,"['A9456', 'A9524', 'A18689', 'A20726', 'B2821', 'B2837']"
"улица карена демирчяна, ереван","Karen Demirchyan Street, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Karen Demirchyan Street,,Armenia,40.183099,44.507219,Yandex,,,,['A3639']
"karen demirchyan street, yerevan","Karen Demirchyan Street, Yerevan",OK,Yerevan,Kentron,,Kond,Yerevan,Karen Demirchyan Street,,Armenia,40.18454507,44.50511826,Nominatim,,,,['A10950']
"zakian 1st deadlock, yerevan","Zakian 1st Deadlock, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Karapet Ulnetsu Street,,Armenia,40.208656,44.540295,Yandex,,3nd Deadlock,,"['A12551', 'A13810', 'A16600', 'A21067', 'B6864']"
"kajaznuni street, yerevan","Kajaznuni Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Kajaznuni Street,,Armenia,40.16860452,44.52029762,Nominatim,,,,"['A90', 'A107', 'A108', 'A736', 'A796', 'A1322', 'A1418', 'A1681', 'A2637', 'A2727', 'A2764', 'A2765', 'A4200', 'A4506', 'A4530', 'A5017', 'A5251', 'A5714', 'A5797', 'A6579', 'A6604', 'A6885', 'A7031', 'A7326', 'A8469', 'A8637', 'A8638', 'A8690', 'A8693', 'A9913', 'A10241', 'A10251', 'A10272', 'A10311', 'A10840', 'A11227', 'A11229', 'A11408', 'A11861', 'A11932', 'A12395', 'A13265', 'A14114', 'A14277', 'A14285', 'A14324', 'A14551', 'A14970', 'A15554', 'A16020', 'A16324', 'A16543', 'A16830', 'A17229', 'A17238', 'A17281', 'A17793', 'A18034', 'A18050', 'A18057', 'A18667', 'A18969', 'A18970', 'A19093', 'A20151', 'A21129', 'A21190', 'A21740', 'A21839', 'A22142', 'A22275', 'A23074', 'A23204', 'A23694', 'A23877', 'A23961', 'A23976', 'A24783', 'A25456', 'A25799', 'A26867', 'A26888', 'A27327', 'A27433', 'A27560', 'A27769', 'A27857', 'A28026', 'A28437', 'A28629', 'A28928', 'A30365', 'A30473', 'A30780', 'A30819', 'A30959', 'A31351', 'A31736', 'A31809', 'B2005', 'B2104', 'B2368', 'B2386', 'B2990', 'B3291', 'B4142', 'B4153', 'B4967', 'B5000', 'B5068', 'B5142', 'B6270', 'B6274', 'B7326', 'B7648']"
"улица каджазнуни, ереван","Kajaznuni Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Kajaznuni Street,,Armenia,40.16860452,44.52029762,Nominatim,,,,"['A20400', 'A32056']"
"քաջազնունի փողոց, երևան","Kajaznuni Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Kajaznuni Street,,Armenia,40.168622,44.520281,Yandex,,,,"['A1173', 'A1587', 'A4256', 'A20193']"
"kajaznuni street 9, yerevan","Kajaznuni Street 9, Yerevan",OK,Yerevan,Kentron,9,,Yerevan,Kajaznuni Street,,Armenia,40.16887925,44.52050646,Nominatim,,,,"['A14653', 'A25261']"
"kajaznuni street 8/1, yerevan","Kajaznuni Street 8/1, Yerevan",OK,Yerevan,Kentron,8/1,,Yerevan,Kajaznuni Street,,Armenia,40.16883405,44.51874,Nominatim,,,,['A21882']
"kajaznuni street 8, yerevan","Kajaznuni Street 8, Yerevan",OK,Yerevan,Kentron,8,,Yerevan,Kajaznuni Street,,Armenia,40.1693088,44.51921429,Nominatim,,,,"['A7064', 'A29564']"
"kajaznuni street 7, yerevan","Kajaznuni Street 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Kajaznuni Street,,Armenia,40.16941175,44.52019642,Nominatim,,,,['A23017']
"kajaznuni street 6, yerevan","Kajaznuni Street 6, Yerevan",OK,Yerevan,Kentron,6,,Yerevan,Kajaznuni Street,,Armenia,40.16983695,44.5189498,Nominatim,,,,"['A4386', 'A20195']"
"kajaznuni street 14, yerevan","Kajaznuni Street 14, Yerevan",OK,Yerevan,Kentron,14,,Yerevan,Kajaznuni Street,,Armenia,40.1676997,44.52045464,Nominatim,,,,"['A2788', 'B6752']"
"kajaznuni street 1, yerevan","Kajaznuni Street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Kajaznuni Street,,Armenia,40.17038075,44.51981364,Nominatim,,,,['A17431']
"kajaznuni st, yerevan","Kajaznuni Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Kajaznuni Street,,Armenia,40.16860452,44.52029762,Nominatim,,,,"['A2086', 'A15009', 'A15782', 'A16963', 'A18485', 'A19720', 'A19725', 'A22875', 'A24576', 'A27388', 'A29383', 'A30702', 'B7474', 'B8079']"
"քաջազնունի փողոց 28, երևան","28 Kajaznuni Street, Yerevan",OK,Yerevan,Kentron,28,,Yerevan,Kajaznuni Street,,Armenia,40.1657647,44.5213646,Nominatim,,,,['A28924']
"քաջազնունի փողոց 16, երևան","16 Kajaznuni Street, Yerevan",OK,Yerevan,Kentron,16,,Yerevan,Kajaznuni Street,,Armenia,40.16669065,44.52103124,Nominatim,,,,['A1835']
"italy street 1, yerevan","Italy Street 1, Yerevan",OK,Yerevan,Kentron,1,,Yerevan,Italy Street,,Armenia,40.1753877,44.50884906,Nominatim,,,,['A27024']
"israyelyan street, yerevan","Israyelyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Israyelyan Street,,Armenia,40.1779245,44.5013056,Nominatim,,,,"['A4085', 'A4175', 'A4325', 'A5010', 'A6932', 'A8201', 'A8650', 'A11597', 'A11953', 'A14287', 'A14811', 'A15665', 'A16665', 'A18089', 'A22937', 'A23040', 'A25458', 'A25927', 'A26649', 'A26708', 'A26856', 'A27014', 'A28485', 'A29618', 'A29751', 'A30022', 'A30271', 'A30439', 'A31132', 'A32288', 'B2192', 'B5461', 'B5714', 'B6008', 'B6042', 'B6049', 'B6814']"
"israyelyan street 43, yerevan","Israyelyan Street 43, Yerevan",OK,Yerevan,Kentron,43,,Yerevan,Israyelyan Street,,Armenia,40.1790512,44.50030808,Nominatim,,,,"['A2687', 'A3041', 'A16999', 'A19365', 'A24180']"
"israyelyan street 39, yerevan","Israyelyan Street 39, Yerevan",OK,Yerevan,Kentron,39,,Yerevan,Israyelyan Street,,Armenia,40.1784597,44.50113094,Nominatim,,,,['A16468']
"israyelyan street 37, yerevan","Israyelyan Street 37, Yerevan",OK,Yerevan,Kentron,37,,Yerevan,Israyelyan Street,,Armenia,40.1779427,44.50150611,Nominatim,,,,['A2332']
"israyelyan street 21, yerevan","Israyelyan Street 21, Yerevan",OK,Yerevan,Kentron,21,,Yerevan,Israyelyan Street,,Armenia,40.1773914,44.50175002,Nominatim,,,,['B6659']
"israyelyan street 1, yerevan","Israyelyan Street 1, Yerevan",OK,Yerevan,Kentron,34/1,,Yerevan,Israyelyan Street,,Armenia,40.1790499,44.5009535,Nominatim,,,,['A29154']
"իսրայելյան փողոց, երևան","Israelyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Israyelyan Street,,Armenia,40.1779245,44.5013056,Nominatim,,,,"['A3977', 'A25016']"
"улица аветик исаакяна, ереван","Avetik Isahakyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Isahakyan Street,,Armenia,40.188205,44.520137,Yandex,,,,['A19244']
"իսահակյան փողոց 16, երևան","16 Isahakyan Street, Yerevan",OK,Yerevan,Kentron,16,,Yerevan,Isahakyan Street,,Armenia,40.185704,44.523829,Yandex,,,,['A14093']
"улица аветика исаакяна, ереван","Avetik Isahakyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Isahakyan Street,,Armenia,40.188205,44.520137,Yandex,,,,['A575']
"հրազդանի փողոց 12/1, երևան","12/1 Hrazdan Street, Yerevan",OK,Yerevan,Kentron,12/1,,Yerevan,Hrazdan Street,,Armenia,40.158759,44.490843,Yandex,,,,['B574']
"hrant shahinyan street, yerevan","Hrant Shahinyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hrant Shahinyan Street,,Armenia,40.17384566,44.52233489,Nominatim,,,,"['A8721', 'A14322', 'A18182', 'B2823', 'B3848']"
"hrant shahinyan street 12, yerevan","Hrant Shahinyan Street 12, Yerevan",OK,Yerevan,Kentron,12,,Yerevan,Hrant Shahinyan Street,,Armenia,40.1739851,44.52322341,Nominatim,,,,['A724']
"հին երևանցու փողոց, երևան","Old Yerevan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hin Yerevantsu Street,,Armenia,40.183747,44.513481,Yandex,,,,"['A1202', 'A1892', 'A20774', 'A23975', 'A27267', 'A30817']"
"улица ин ереванцу 47а, ереван","In Yerevantsu Street 47a, Yerevan",OK,Yerevan,Kentron,47A,,Yerevan,Hin Yerevantsu Street,,Armenia,40.184298,44.512915,Yandex,,,,"['A24616', 'B5865']"
"hin yerevantsu street, yerevan","Hin Yerevantsu Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hin Yerevantsu Street,,Armenia,40.183747,44.513481,Yandex,,,,"['A470', 'A642', 'A788', 'A1353', 'A1468', 'A1562', 'A2133', 'A3281', 'A3328', 'A3347', 'A4264', 'A4739', 'A5317', 'A6348', 'A6434', 'A7013', 'A8351', 'A8497', 'A8960', 'A9133', 'A9414', 'A10429', 'A10572', 'A11366', 'A11635', 'A11926', 'A12121', 'A12322', 'A12647', 'A14607', 'A14608', 'A14747', 'A16253', 'A16290', 'A16418', 'A16568', 'A16933', 'A16977', 'A17099', 'A17100', 'A17111', 'A17112', 'A17139', 'A17140', 'A17384', 'A17454', 'A17580', 'A17874', 'A17957', 'A18490', 'A19384', 'A20797', 'A21736', 'A23789', 'A24107', 'A24921', 'A25054', 'A25086', 'A25481', 'A26525', 'A27594', 'A27933', 'A28114', 'A28126', 'A28561', 'A29699', 'A31124', 'A31463', 'A31512', 'B2330', 'B2960', 'B3045', 'B3187', 'B3348', 'B3438', 'B3814', 'B3866', 'B4213', 'B4455', 'B5136', 'B6268', 'B6532', 'B6638', 'B7911', 'B7914']"
"hin yerevantsu street 47a, yerevan","Hin Yerevantsu Street 47a, Yerevan",OK,Yerevan,Kentron,47A,,Yerevan,Hin Yerevantsu Street,,Armenia,40.184298,44.512915,Yandex,,,,"['A26374', 'B3353', 'B7799']"
"hin yerevantsu street 37, yerevan","Hin Yerevantsu Street 37, Yerevan",OK,Yerevan,Kentron,37,,Yerevan,Hin Yerevantsu Street,,Armenia,40.18323,44.514163,Yandex,,,,"['A29345', 'A30011']"
"hin yerevantsu street 2, yerevan","Hin Yerevantsu Street 2, Yerevan",OK,Yerevan,Kentron,2,,Yerevan,Hin Yerevantsu Street,,Armenia,40.182638,44.515691,Yandex,,,,"['A19645', 'A19647', 'A22116', 'A30363']"
"hin yerevantsu street 13, yerevan","Hin Yerevantsu Street 13, Yerevan",OK,Yerevan,Kentron,13,,Yerevan,Hin Yerevantsu Street,,Armenia,40.183747,44.513481,Yandex,,,,['A30112']
"հին երևանցու փողոց 47ա, երևան","47a Old Yerevan Street, Yerevan",OK,Yerevan,Kentron,47A,,Yerevan,Hin Yerevantsu Street,,Armenia,40.184298,44.512915,Yandex,,,,"['A20775', 'A26378']"
"հին երևանցու փողոց, երևան","Old Yerevantsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hin Yerevantsi Street,,Armenia,40.18347368,44.51422299,Nominatim,,,,"['A1202', 'A1892', 'A20774', 'A23975', 'A27267', 'A30817']"
"улица мхитара гераци, ереван","Mkhitaryan Geratsi Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Heratsi Street,,Armenia,40.189155,44.528213,Yandex,,,,['A5031']
"մխիթար հերացու փողոց 24, երևան","24 Mkhitar Heratsi Street, Yerevan",OK,Yerevan,Kentron,24,,Yerevan,Heratsi Street,,Armenia,40.190988,44.53071,Yandex,,,,"['A8223', 'A23379']"
"hanrapetutyun street, yerevan","Hanrapetutyun Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,"['A42', 'A57', 'A878', 'A1705', 'A2185', 'A2901', 'A3649', 'A4055', 'A4142', 'A4226', 'A4650', 'A4730', 'A4809', 'A4837', 'A4854', 'A5386', 'A5451', 'A5684', 'A5790', 'A6086', 'A6203', 'A6594', 'A7146', 'A7681', 'A7744', 'A7746', 'A8207', 'A8243', 'A8254', 'A8470', 'A8483', 'A8495', 'A8573', 'A8578', 'A8580', 'A8749', 'A9083', 'A9316', 'A9368', 'A9407', 'A9415', 'A9416', 'A9830', 'A10267', 'A10460', 'A10551', 'A10555', 'A10917', 'A10919', 'A11108', 'A11677', 'A11752', 'A11859', 'A12004', 'A12101', 'A12208', 'A12269', 'A12302', 'A12388', 'A12801', 'A13850', 'A14025', 'A14292', 'A14454', 'A14650', 'A14822', 'A14958', 'A15045', 'A15364', 'A15560', 'A15759', 'A15800', 'A15804', 'A15970', 'A16009', 'A16036', 'A16084', 'A16668', 'A16731', 'A16739', 'A17276', 'A17442', 'A17523', 'A17809', 'A17917', 'A17929', 'A17966', 'A18015', 'A18048', 'A18651', 'A18980', 'A18981', 'A19514', 'A19726', 'A20412', 'A20817', 'A20955', 'A21107', 'A21137', 'A21360', 'A21478', 'A21621', 'A22833', 'A22913', 'A23186', 'A23867', 'A24386', 'A24720', 'A24894', 'A25589', 'A25806', 'A25809', 'A25814', 'A25929', 'A26775', 'A27040', 'A27431', 'A27733', 'A27917', 'A28340', 'A28591', 'A29243', 'A29822', 'A30304', 'A30387', 'A31029', 'A31036', 'A31040', 'A31142', 'A31191', 'A31192', 'A31660', 'A32275', 'A32314', 'A32371', 'B734', 'B1986', 'B2373', 'B2725', 'B2885', 'B2915', 'B3029', 'B3299', 'B3435', 'B3711', 'B3714', 'B4490', 'B4747', 'B4861', 'B4887', 'B5015', 'B5102', 'B5609', 'B5685', 'B5696', 'B5804', 'B5949', 'B6101', 'B6199', 'B6406', 'B6670', 'B7458', 'B7945']"
"hanrapetutyun street 79, yerevan","Hanrapetutyun Street 79, Yerevan",OK,Ararat,Kentron,79,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,['B4737']
"hanrapetutyun street 78, yerevan","Hanrapetutyun Street 78, Yerevan",OK,Ararat,Kentron,78,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,['A13336']
"hanrapetutyun street 76/3, yerevan","Hanrapetutyun Street 76/3, Yerevan",OK,Ararat,Kentron,76/3,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,"['A22770', 'A31752']"
"hanrapetutyun street 76/2, yerevan","Hanrapetutyun Street 76/2, Yerevan",OK,Ararat,Kentron,76/2,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,"['A22767', 'A22772', 'B2761']"
"hanrapetutyun street 76/1, yerevan","Hanrapetutyun Street 76/1, Yerevan",OK,Ararat,Kentron,76/1,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,"['A12658', 'A22126']"
"hanrapetutyun street 76, yerevan","Hanrapetutyun Street 76, Yerevan",OK,Ararat,Kentron,76,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,"['A2264', 'A6878']"
"hanrapetutyun street 67, yerevan","Hanrapetutyun Street 67, Yerevan",OK,Ararat,Kentron,67,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,['A10010']
"hanrapetutyun street 58, yerevan","Hanrapetutyun Street 58, Yerevan",OK,Ararat,Kentron,58,,Yerevan,Hanrapetutyun Street,,Armenia,40.17582783,44.51536489,Nominatim,,3rd Lane,,['A20177']
"հանրապետության փողոց, երևան","Republic Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hanrapetutyan Street,,Armenia,40.177801,44.518736,Yandex,,,,"['A6253', 'A19420', 'A20657', 'A22734', 'A25284', 'A31796', 'A32250']"
"հանրապետության փողոց , yerevan","Republic Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hanrapetutyan Street,,Armenia,40.177801,44.518736,Yandex,,,,['A20899']
"հանրապետության փողոց, yerevan","Republic Square, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hanrapetutyan Street,,Armenia,40.1798345,44.52336705,Nominatim,,,,"['A18453', 'A29909', 'B4954', 'B4961', 'B7870']"
"улица анрапетутян, yerevan","Hanrapetutyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hanrapetutyan Street,,Armenia,40.1798345,44.52336705,Nominatim,,,,"['A17036', 'B2822']"
"hanrapetutyan street, yerevan","Hanrapetutyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hanrapetutyan Street,,Armenia,40.1798345,44.52336705,Nominatim,,,,"['A348', 'A5772', 'A19301', 'A19894', 'A20549', 'A22320', 'A30422', 'A31303']"
"hanrapetutyan street 85, yerevan","Hanrapetutyan Street 85, Yerevan",OK,Yerevan,Kentron,85/4,,Yerevan,Hanrapetutyan Street,,Armenia,40.18003855,44.52255934,Nominatim,,,,['A1749']
"hanrapetutyan street 80, yerevan","Hanrapetutyan Street 80, Yerevan",OK,Yerevan,Kentron,80,,Yerevan,Hanrapetutyan Street,,Armenia,40.1791973,44.52233031,Nominatim,,,,['A22039']
"hanrapetutyan street 76/3, yerevan","Hanrapetutyan Street 76/3, Yerevan",OK,Yerevan,Kentron,76/3,,Yerevan,Hanrapetutyan Street,,Armenia,40.17805055,44.52189385,Nominatim,,,,['A2734']
"hanrapetutyan street 71, yerevan","Hanrapetutyan Street 71, Yerevan",OK,Yerevan,Kentron,71,,Yerevan,Hanrapetutyan Street,,Armenia,40.1785958,44.5202112,Nominatim,,,,['A26827']
"hanrapetutyan street 70, yerevan","Hanrapetutyan Street 70, Yerevan",OK,Yerevan,Kentron,70,,Yerevan,Hanrapetutyan Street,,Armenia,40.1798345,44.52336705,Nominatim,,,,['A21078']
"հանրապետության փողոց 85ա, երևան","85a Hanrapetutyan Street, Yerevan",OK,Yerevan,Kentron,85A,,Yerevan,Hanrapetutyan Street,,Armenia,40.179751,44.522769,Yandex,,,,['A18448']
"հանրապետության փողոց 57, երևան","57 Hanrapetutyan Street, Yerevan",OK,Yerevan,Kentron,59,,Yerevan,Hanrapetutyan Street,,Armenia,40.17747,44.517272,Yandex,,,,['A19820']
"paronyan street, yerevan","Paronyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hakob Paronyan Street,,Armenia,40.18577787,44.50350478,Nominatim,,,,"['A1038', 'A2527', 'A3688', 'A4144', 'A4841', 'A4850', 'A5751', 'A5754', 'A5902', 'A6882', 'A7006', 'A7212', 'A8127', 'A8869', 'A8969', 'A10892', 'A11086', 'A11245', 'A11476', 'A11887', 'A11909', 'A11929', 'A12459', 'A12803', 'A13844', 'A13846', 'A13946', 'A14985', 'A15423', 'A15844', 'A15912', 'A16371', 'A16490', 'A17174', 'A17206', 'A17370', 'A17372', 'A17386', 'A17463', 'A17941', 'A18408', 'A18700', 'A18741', 'A19898', 'A20085', 'A20135', 'A20672', 'A21317', 'A21377', 'A22465', 'A22513', 'A22544', 'A22546', 'A23052', 'A23243', 'A23268', 'A24724', 'A24845', 'A25009', 'A25760', 'A25859', 'A27654', 'A27867', 'A28401', 'A28451', 'A29379', 'A29675', 'A29993', 'A30742', 'A30906', 'A31433', 'A31502', 'A31636', 'A32150', 'A32223', 'A32369', 'B2169', 'B2273', 'B2551', 'B2772', 'B3502', 'B3594', 'B3877', 'B4119', 'B4308', 'B5578', 'B6024', 'B6077', 'B6229', 'B6725', 'B6753', 'B7166', 'B7673', 'B7694', 'B7909']"
"paronyan street 7, yerevan","Paronyan Street 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Hakob Paronyan Street,,Armenia,40.17868305,44.5018517,Nominatim,,,,['A21326']
"paronyan street 42, yerevan","Paronyan Street 42, Yerevan",OK,Yerevan,Kentron,42,,Yerevan,Hakob Paronyan Street,,Armenia,40.18509415,44.5029377,Nominatim,,,,"['A4012', 'A11027']"
"paronyan street 4, yerevan","Paronyan Street 4, Yerevan",OK,Yerevan,Kentron,4,,Yerevan,Hakob Paronyan Street,,Armenia,40.17830705,44.50289667,Nominatim,,,,['A21870']
"paronyan street 22, yerevan","Paronyan Street 22, Yerevan",OK,Yerevan,Kentron,22,,Yerevan,Hakob Paronyan Street,,Armenia,40.1800675,44.50000937,Nominatim,,,,['A23410']
"paronyan street 19/3, yerevan","Paronyan Street 19/3, Yerevan",OK,Yerevan,Kentron,19/3,,Yerevan,Hakob Paronyan Street,,Armenia,40.1822151,44.49857239,Nominatim,,,,['A24864']
"paronyan street 12, yerevan","Paronyan Street 12, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Hakob Paronyan Street,,Armenia,40.18577787,44.50350478,Nominatim,,,,['A3332']
"paronyan street 10, yerevan","Paronyan Street 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Hakob Paronyan Street,,Armenia,40.1792028,44.5021202,Nominatim,,,,['A21680']
"paronyan st, yerevan","Paronyan Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Hakob Paronyan Street,,Armenia,40.18577787,44.50350478,Nominatim,,,,"['A1861', 'A9066', 'A12232']"
"paronyan st 7, yerevan","Paronyan Street 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Hakob Paronyan Street,,Armenia,40.17868305,44.5018517,Nominatim,,,,['A3715']
"paronyan st 11, yerevan","Paronyan Street 11, Yerevan",OK,Yerevan,Kentron,11,,Yerevan,Hakob Paronyan Street,,Armenia,40.17941975,44.50079375,Nominatim,,,,['A20218']
"hakob paronyan street 42/2, yerevan","Hakob Paronyan Street 42/2, Yerevan",OK,Yerevan,Kentron,42,,Yerevan,Hakob Paronyan Street,,Armenia,40.18577787,44.50350478,Nominatim,,,,['A2906']
